HGNC ID	Status	Approved symbol	Approved name
HGNC:28993	Approved	PIEZO1	piezo type mechanosensitive ion channel component 1
HGNC:16214	Approved	PIEZO1P1	piezo type mechanosensitive ion channel component 1 pseudogene 1
HGNC:42861	Approved	PIEZO1P2	piezo type mechanosensitive ion channel component 1 pseudogene 2
HGNC:26270	Approved	PIEZO2	piezo type mechanosensitive ion channel component 2
HGNC:26220	Approved	PIF1	PIF1 5'-to-3' DNA helicase
HGNC:27009	Approved	PIFO	primary cilia formation
HGNC:8957	Approved	PIGA	phosphatidylinositol glycan anchor biosynthesis class A
HGNC:8958	Approved	PIGAP1	phosphatidylinositol glycan anchor biosynthesis class A pseudogene 1
HGNC:8959	Approved	PIGB	phosphatidylinositol glycan anchor biosynthesis class B
HGNC:50696	Approved	PIGBOS1	PIGB opposite strand 1
HGNC:8960	Approved	PIGC	phosphatidylinositol glycan anchor biosynthesis class C
HGNC:8961	Approved	PIGCP1	phosphatidylinositol glycan anchor biosynthesis class C pseudogene 1
HGNC:45149	Approved	PIGCP2	phosphatidylinositol glycan anchor biosynthesis class C pseudogene 2
HGNC:8962	Approved	PIGF	phosphatidylinositol glycan anchor biosynthesis class F
HGNC:8963	Approved	PIGFP1	phosphatidylinositol glycan anchor biosynthesis class F pseudogene 1
HGNC:45150	Approved	PIGFP2	phosphatidylinositol glycan anchor biosynthesis class F pseudogene 2
HGNC:45151	Approved	PIGFP3	phosphatidylinositol glycan anchor biosynthesis class F pseudogene 3
HGNC:25985	Approved	PIGG	phosphatidylinositol glycan anchor biosynthesis class G
HGNC:8964	Approved	PIGH	phosphatidylinositol glycan anchor biosynthesis class H
HGNC:45152	Approved	PIGHP1	phosphatidylinositol glycan anchor biosynthesis class H pseudogene 1
HGNC:8965	Approved	PIGK	phosphatidylinositol glycan anchor biosynthesis class K
HGNC:8966	Approved	PIGL	phosphatidylinositol glycan anchor biosynthesis class L
HGNC:18858	Approved	PIGM	phosphatidylinositol glycan anchor biosynthesis class M
HGNC:8967	Approved	PIGN	phosphatidylinositol glycan anchor biosynthesis class N
HGNC:23215	Approved	PIGO	phosphatidylinositol glycan anchor biosynthesis class O
HGNC:3046	Approved	PIGP	phosphatidylinositol glycan anchor biosynthesis class P
HGNC:45153	Approved	PIGPP1	phosphatidylinositol glycan anchor biosynthesis class P pseudogene 1
HGNC:45154	Approved	PIGPP2	phosphatidylinositol glycan anchor biosynthesis class P pseudogene 2
HGNC:45155	Approved	PIGPP3	phosphatidylinositol glycan anchor biosynthesis class P pseudogene 3
HGNC:45156	Approved	PIGPP4	phosphatidylinositol glycan anchor biosynthesis class P pseudogene 4
HGNC:14135	Approved	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q
HGNC:45157	Approved	PIGQP1	phosphatidylinositol glycan anchor biosynthesis class Q pseudogene 1
HGNC:8968	Approved	PIGR	polymeric immunoglobulin receptor
HGNC:14937	Approved	PIGS	phosphatidylinositol glycan anchor biosynthesis class S
HGNC:14938	Approved	PIGT	phosphatidylinositol glycan anchor biosynthesis class T
HGNC:15791	Approved	PIGU	phosphatidylinositol glycan anchor biosynthesis class U
HGNC:45158	Approved	PIGUP1	phosphatidylinositol glycan anchor biosynthesis class U pseudogene 1
HGNC:26031	Approved	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
HGNC:23213	Approved	PIGW	phosphatidylinositol glycan anchor biosynthesis class W
HGNC:26046	Approved	PIGX	phosphatidylinositol glycan anchor biosynthesis class X
HGNC:28213	Approved	PIGY	phosphatidylinositol glycan anchor biosynthesis class Y
HGNC:30596	Approved	PIGZ	phosphatidylinositol glycan anchor biosynthesis class Z
HGNC:26075	Approved	PIH1D1	PIH1 domain containing 1
HGNC:25210	Approved	PIH1D2	PIH1 domain containing 2
HGNC:28570	Approved	PIH1D3	PIH1 domain containing 3
HGNC:30034	Approved	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1
HGNC:8971	Approved	PIK3C2A	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
HGNC:8972	Approved	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
HGNC:8973	Approved	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
HGNC:8974	Approved	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3
HGNC:8975	Approved	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
HGNC:8976	Approved	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
HGNC:8977	Approved	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
HGNC:32346	Approved	PIK3CD-AS1	PIK3CD antisense RNA 1
HGNC:51334	Approved	PIK3CD-AS2	PIK3CD antisense RNA 2
HGNC:52629	Approved	PIK3CDP1	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta pseudogene 1
HGNC:8978	Approved	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
HGNC:24942	Approved	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
HGNC:41072	Approved	PIK3IP1-AS1	PIK3IP1 antisense RNA 1 (head to head)
HGNC:8979	Approved	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1
HGNC:31392	Entry Withdrawn	PIK3R1OS	entry withdrawn
HGNC:8980	Approved	PIK3R2	phosphoinositide-3-kinase regulatory subunit 2
HGNC:8981	Approved	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3
HGNC:8982	Approved	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
HGNC:30035	Approved	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
HGNC:27101	Approved	PIK3R6	phosphoinositide-3-kinase regulatory subunit 6
HGNC:23785	Approved	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing
HGNC:20396	Approved	PILRA	paired immunoglobin like type 2 receptor alpha
HGNC:18297	Approved	PILRB	paired immunoglobin-like type 2 receptor beta
HGNC:8986	Approved	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
HGNC:8987	Approved	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
HGNC:19310	Approved	PIM3	Pim-3 proto-oncogene, serine/threonine kinase
HGNC:25483	Approved	PIMREG	PICALM interacting mitotic regulator
HGNC:8988	Approved	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
HGNC:8990	Entry Withdrawn	PIN1L2	entry withdrawn
HGNC:8989	Approved	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1
HGNC:8991	Entry Withdrawn	PIN3	entry withdrawn
HGNC:8992	Approved	PIN4	peptidylprolyl cis/trans isomerase, NIMA-interacting 4
HGNC:44193	Approved	PIN4P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 4 pseudogene 1
HGNC:53590	Approved	PINCR	p53-induced noncoding RNA
HGNC:14581	Approved	PINK1	PTEN induced putative kinase 1
HGNC:38872	Approved	PINK1-AS	PINK1 antisense RNA
HGNC:44206	Approved	PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing
HGNC:30046	Approved	PINX1	PIN2/TERF1 interacting telomerase inhibitor 1
HGNC:8993	Approved	PIP	prolactin induced protein
HGNC:8997	Approved	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
HGNC:8998	Approved	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
HGNC:23786	Approved	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
HGNC:19299	Approved	PIP4P1	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1
HGNC:25452	Approved	PIP4P2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2
HGNC:8994	Approved	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
HGNC:8995	Approved	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
HGNC:8996	Approved	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
HGNC:28372	Approved	PIP5K1P1	phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1
HGNC:38068	Approved	PIP5K1P2	phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 2
HGNC:28711	Approved	PIP5KL1	phosphatidylinositol-4-phosphate 5-kinase like 1
HGNC:17804	Approved	PIPOX	pipecolic acid and sarcosine oxidase
HGNC:23733	Approved	PIPSL	PIP5K1A and PSMD4-like, pseudogene
HGNC:30048	Approved	PIR	pirin
HGNC:37505	Approved	PIRC1	piwi-interacting RNA cluster 1
HGNC:37506	Approved	PIRC2	piwi-interacting RNA cluster 2
HGNC:37507	Approved	PIRC3	piwi-interacting RNA cluster 3
HGNC:37508	Approved	PIRC4	piwi-interacting RNA cluster 4
HGNC:37509	Approved	PIRC5	piwi-interacting RNA cluster 5
HGNC:37510	Approved	PIRC6	piwi-interacting RNA cluster 6
HGNC:37511	Approved	PIRC7	piwi-interacting RNA cluster 7
HGNC:37512	Approved	PIRC8	piwi-interacting RNA cluster 8
HGNC:37513	Approved	PIRC9	piwi-interacting RNA cluster 9
HGNC:37514	Approved	PIRC10	piwi-interacting RNA cluster 10
HGNC:37515	Approved	PIRC11	piwi-interacting RNA cluster 11
HGNC:37516	Approved	PIRC12	piwi-interacting RNA cluster 12
HGNC:37517	Approved	PIRC13	piwi-interacting RNA cluster 13
HGNC:37518	Approved	PIRC14	piwi-interacting RNA cluster 14
HGNC:37519	Approved	PIRC15	piwi-interacting RNA cluster 15
HGNC:37520	Approved	PIRC16	piwi-interacting RNA cluster 16
HGNC:37521	Approved	PIRC17	piwi-interacting RNA cluster 17
HGNC:37522	Approved	PIRC18	piwi-interacting RNA cluster 18
HGNC:37523	Approved	PIRC19	piwi-interacting RNA cluster 19
HGNC:37524	Approved	PIRC20	piwi-interacting RNA cluster 20
HGNC:37525	Approved	PIRC21	piwi-interacting RNA cluster 21
HGNC:37526	Approved	PIRC22	piwi-interacting RNA cluster 22
HGNC:37527	Approved	PIRC23	piwi-interacting RNA cluster 23
HGNC:37528	Approved	PIRC24	piwi-interacting RNA cluster 24
HGNC:37529	Approved	PIRC25	piwi-interacting RNA cluster 25
HGNC:37530	Approved	PIRC26	piwi-interacting RNA cluster 26
HGNC:37531	Approved	PIRC27	piwi-interacting RNA cluster 27
HGNC:37532	Approved	PIRC28	piwi-interacting RNA cluster 28
HGNC:37533	Approved	PIRC29	piwi-interacting RNA cluster 29
HGNC:37534	Approved	PIRC30	piwi-interacting RNA cluster 30
HGNC:37535	Approved	PIRC31	piwi-interacting RNA cluster 31
HGNC:37536	Approved	PIRC32	piwi-interacting RNA cluster 32
HGNC:37537	Approved	PIRC33	piwi-interacting RNA cluster 33
HGNC:37538	Approved	PIRC34	piwi-interacting RNA cluster 34
HGNC:37539	Approved	PIRC35	piwi-interacting RNA cluster 35
HGNC:37540	Approved	PIRC36	piwi-interacting RNA cluster 36
HGNC:37541	Approved	PIRC37	piwi-interacting RNA cluster 37
HGNC:37542	Approved	PIRC38	piwi-interacting RNA cluster 38
HGNC:37543	Approved	PIRC39	piwi-interacting RNA cluster 39
HGNC:37544	Approved	PIRC40	piwi-interacting RNA cluster 40
HGNC:37545	Approved	PIRC41	piwi-interacting RNA cluster 41
HGNC:37546	Approved	PIRC42	piwi-interacting RNA cluster 42
HGNC:37547	Approved	PIRC43	piwi-interacting RNA cluster 43
HGNC:37548	Approved	PIRC44	piwi-interacting RNA cluster 44
HGNC:37549	Approved	PIRC45	piwi-interacting RNA cluster 45
HGNC:37550	Approved	PIRC46	piwi-interacting RNA cluster 46
HGNC:37551	Approved	PIRC47	piwi-interacting RNA cluster 47
HGNC:37552	Approved	PIRC48	piwi-interacting RNA cluster 48
HGNC:37553	Approved	PIRC49	piwi-interacting RNA cluster 49
HGNC:37554	Approved	PIRC50	piwi-interacting RNA cluster 50
HGNC:37555	Approved	PIRC51	piwi-interacting RNA cluster 51
HGNC:37556	Approved	PIRC52	piwi-interacting RNA cluster 52
HGNC:37557	Approved	PIRC53	piwi-interacting RNA cluster 53
HGNC:37558	Approved	PIRC54	piwi-interacting RNA cluster 54
HGNC:37559	Approved	PIRC55	piwi-interacting RNA cluster 55
HGNC:37560	Approved	PIRC56	piwi-interacting RNA cluster 56
HGNC:37561	Approved	PIRC57	piwi-interacting RNA cluster 57
HGNC:37562	Approved	PIRC58	piwi-interacting RNA cluster 58
HGNC:37563	Approved	PIRC59	piwi-interacting RNA cluster 59
HGNC:37564	Approved	PIRC60	piwi-interacting RNA cluster 60
HGNC:37565	Approved	PIRC61	piwi-interacting RNA cluster 61
HGNC:37566	Approved	PIRC62	piwi-interacting RNA cluster 62
HGNC:37567	Approved	PIRC63	piwi-interacting RNA cluster 63
HGNC:37568	Approved	PIRC64	piwi-interacting RNA cluster 64
HGNC:37569	Approved	PIRC65	piwi-interacting RNA cluster 65
HGNC:37570	Approved	PIRC66	piwi-interacting RNA cluster 66
HGNC:37571	Approved	PIRC67	piwi-interacting RNA cluster 67
HGNC:37572	Approved	PIRC68	piwi-interacting RNA cluster 68
HGNC:37573	Approved	PIRC69	piwi-interacting RNA cluster 69
HGNC:37574	Approved	PIRC70	piwi-interacting RNA cluster 70
HGNC:37575	Approved	PIRC71	piwi-interacting RNA cluster 71
HGNC:37576	Approved	PIRC72	piwi-interacting RNA cluster 72
HGNC:37577	Approved	PIRC73	piwi-interacting RNA cluster 73
HGNC:37578	Approved	PIRC74	piwi-interacting RNA cluster 74
HGNC:37579	Approved	PIRC75	piwi-interacting RNA cluster 75
HGNC:37580	Approved	PIRC76	piwi-interacting RNA cluster 76
HGNC:37581	Approved	PIRC77	piwi-interacting RNA cluster 77
HGNC:37582	Approved	PIRC78	piwi-interacting RNA cluster 78
HGNC:37583	Approved	PIRC79	piwi-interacting RNA cluster 79
HGNC:37584	Approved	PIRC80	piwi-interacting RNA cluster 80
HGNC:37585	Approved	PIRC81	piwi-interacting RNA cluster 81
HGNC:37586	Approved	PIRC82	piwi-interacting RNA cluster 82
HGNC:37587	Approved	PIRC83	piwi-interacting RNA cluster 83
HGNC:37588	Approved	PIRC84	piwi-interacting RNA cluster 84
HGNC:37589	Approved	PIRC85	piwi-interacting RNA cluster 85
HGNC:37590	Approved	PIRC86	piwi-interacting RNA cluster 86
HGNC:37591	Approved	PIRC87	piwi-interacting RNA cluster 87
HGNC:37592	Approved	PIRC88	piwi-interacting RNA cluster 88
HGNC:37593	Approved	PIRC89	piwi-interacting RNA cluster 89
HGNC:37594	Approved	PIRC90	piwi-interacting RNA cluster 90
HGNC:37595	Approved	PIRC91	piwi-interacting RNA cluster 91
HGNC:37596	Approved	PIRC92	piwi-interacting RNA cluster 92
HGNC:37597	Approved	PIRC93	piwi-interacting RNA cluster 93
HGNC:37598	Approved	PIRC94	piwi-interacting RNA cluster 94
HGNC:37599	Approved	PIRC95	piwi-interacting RNA cluster 95
HGNC:37600	Approved	PIRC96	piwi-interacting RNA cluster 96
HGNC:37601	Approved	PIRC97	piwi-interacting RNA cluster 97
HGNC:37602	Approved	PIRC98	piwi-interacting RNA cluster 98
HGNC:37603	Approved	PIRC99	piwi-interacting RNA cluster 99
HGNC:37604	Approved	PIRC100	piwi-interacting RNA cluster 100
HGNC:37605	Approved	PIRC101	piwi-interacting RNA cluster 101
HGNC:37606	Approved	PIRC102	piwi-interacting RNA cluster 102
HGNC:37607	Approved	PIRC103	piwi-interacting RNA cluster 103
HGNC:37608	Approved	PIRC104	piwi-interacting RNA cluster 104
HGNC:37609	Approved	PIRC105	piwi-interacting RNA cluster 105
HGNC:37610	Approved	PIRC106	piwi-interacting RNA cluster 106
HGNC:37611	Approved	PIRC107	piwi-interacting RNA cluster 107
HGNC:37612	Approved	PIRC108	piwi-interacting RNA cluster 108
HGNC:37613	Approved	PIRC109	piwi-interacting RNA cluster 109
HGNC:37614	Approved	PIRC110	piwi-interacting RNA cluster 110
HGNC:37615	Approved	PIRC111	piwi-interacting RNA cluster 111
HGNC:37616	Approved	PIRC112	piwi-interacting RNA cluster 112
HGNC:37617	Approved	PIRC113	piwi-interacting RNA cluster 113
HGNC:37618	Approved	PIRC114	piwi-interacting RNA cluster 114
HGNC:37239	Approved	PIRT	phosphoinositide interacting regulator of transient receptor potential channels
HGNC:8999	Approved	PISD	phosphatidylserine decarboxylase
HGNC:16671	Approved	PISRT1	polled intersex syndrome regulated transcript 1 (non-protein coding RNA)
HGNC:25022	Approved	PITHD1	PITH domain containing 1
HGNC:9001	Approved	PITPNA	phosphatidylinositol transfer protein alpha
HGNC:44116	Approved	PITPNA-AS1	PITPNA antisense RNA 1
HGNC:9002	Approved	PITPNB	phosphatidylinositol transfer protein beta
HGNC:21045	Approved	PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1
HGNC:9003	Approved	PITPNM1	phosphatidylinositol transfer protein membrane associated 1
HGNC:21044	Approved	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
HGNC:53391	Approved	PITPNM2-AS1	PITPNM2 antisense RNA 1
HGNC:21043	Approved	PITPNM3	PITPNM family member 3
HGNC:17663	Approved	PITRM1	pitrilysin metallopeptidase 1
HGNC:44675	Approved	PITRM1-AS1	PITRM1 antisense RNA 1
HGNC:9004	Approved	PITX1	paired like homeodomain 1
HGNC:9005	Approved	PITX2	paired like homeodomain 2
HGNC:9006	Approved	PITX3	paired like homeodomain 3
HGNC:9007	Approved	PIWIL1	piwi like RNA-mediated gene silencing 1
HGNC:17644	Approved	PIWIL2	piwi like RNA-mediated gene silencing 2
HGNC:18443	Approved	PIWIL3	piwi like RNA-mediated gene silencing 3
HGNC:18444	Approved	PIWIL4	piwi like RNA-mediated gene silencing 4
HGNC:16648	Approved	PJA1	praja ring finger ubiquitin ligase 1
HGNC:17481	Approved	PJA2	praja ring finger ubiquitin ligase 2
HGNC:29502	Approved	PJVK	pejvakin
HGNC:9008	Approved	PKD1	polycystin 1, transient receptor potential channel interacting
HGNC:18053	Approved	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting
HGNC:21715	Approved	PKD1L2	polycystin 1 like 2 (gene/pseudogene)
HGNC:21716	Approved	PKD1L3	polycystin 1 like 3, transient receptor potential channel interacting
HGNC:30065	Approved	PKD1P1	polycystin 1, transient receptor potential channel interacting pseudogene 1
HGNC:30066	Approved	PKD1P2	polycystin 1, transient receptor potential channel interacting pseudogene 2
HGNC:30067	Approved	PKD1P3	polycystin 1, transient receptor potential channel interacting pseudogene 3
HGNC:30068	Approved	PKD1P4	polycystin 1, transient receptor potential channel interacting pseudogene 4
HGNC:30069	Approved	PKD1P5	polycystin 1, transient receptor potential channel interacting pseudogene 5
HGNC:30070	Approved	PKD1P6	polycystin 1, transient receptor potential channel interacting pseudogene 6
HGNC:9009	Approved	PKD2	polycystin 2, transient receptor potential cation channel
HGNC:9011	Approved	PKD2L1	polycystin 2 like 1, transient receptor potential cation channel
HGNC:9012	Approved	PKD2L2	polycystin 2 like 2, transient receptor potential cation channel
HGNC:9013	Approved	PKD3	polycystic kidney disease 3 (autosomal dominant)
HGNC:25123	Approved	PKDCC	protein kinase domain containing, cytoplasmic
HGNC:9015	Approved	PKDREJ	polycystin family receptor for egg jelly
HGNC:9016	Approved	PKHD1	PKHD1, fibrocystin/polyductin
HGNC:20313	Approved	PKHD1L1	PKHD1 like 1
HGNC:9017	Approved	PKIA	cAMP-dependent protein kinase inhibitor alpha
HGNC:51659	Approved	PKIA-AS1	PKIA antisense RNA 1
HGNC:9018	Approved	PKIB	cAMP-dependent protein kinase inhibitor beta
HGNC:9019	Approved	PKIG	cAMP-dependent protein kinase inhibitor gamma
HGNC:9020	Approved	PKLR	pyruvate kinase, liver and RBC
HGNC:9021	Approved	PKM	pyruvate kinase M1/2
HGNC:44243	Approved	PKMP1	pyruvate kinase M1/2 pseudogene 1
HGNC:44244	Approved	PKMP2	pyruvate kinase M1/2 pseudogene 2
HGNC:44245	Approved	PKMP3	pyruvate kinase M1/2 pseudogene 3
HGNC:44246	Approved	PKMP4	pyruvate kinase M1/2 pseudogene 4
HGNC:44247	Approved	PKMP5	pyruvate kinase M1/2 pseudogene 5
HGNC:29650	Approved	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1
HGNC:9405	Approved	PKN1	protein kinase N1
HGNC:9406	Approved	PKN2	protein kinase N2
HGNC:50597	Approved	PKN2-AS1	PKN2 antisense RNA 1
HGNC:17999	Approved	PKN3	protein kinase N3
HGNC:9022	Approved	PKNOX1	PBX/knotted 1 homeobox 1
HGNC:16714	Approved	PKNOX2	PBX/knotted 1 homeobox 2
HGNC:50690	Approved	PKNOX2-AS1	PKNOX2 antisense RNA 1 (head to head)
HGNC:9023	Approved	PKP1	plakophilin 1
HGNC:9024	Approved	PKP2	plakophilin 2
HGNC:13413	Approved	PKP2P1	plakophilin 2 pseudogene 1
HGNC:9025	Approved	PKP3	plakophilin 3
HGNC:9026	Approved	PKP4	plakophilin 4
HGNC:52580	Approved	PKP4-AS1	PKP4 antisense RNA 1
HGNC:42661	Approved	PKP4P1	plakophilin 4 pseudogene 1
HGNC:17661	Approved	PLA1A	phospholipase A1 member A
HGNC:9030	Approved	PLA2G1B	phospholipase A2 group IB
HGNC:9031	Approved	PLA2G2A	phospholipase A2 group IIA
HGNC:9032	Approved	PLA2G2C	phospholipase A2 group IIC
HGNC:9033	Approved	PLA2G2D	phospholipase A2 group IID
HGNC:13414	Approved	PLA2G2E	phospholipase A2 group IIE
HGNC:30040	Approved	PLA2G2F	phospholipase A2 group IIF
HGNC:17934	Approved	PLA2G3	phospholipase A2 group III
HGNC:9035	Approved	PLA2G4A	phospholipase A2 group IVA
HGNC:9036	Approved	PLA2G4B	phospholipase A2 group IVB
HGNC:9037	Approved	PLA2G4C	phospholipase A2 group IVC
HGNC:51585	Approved	PLA2G4C-AS1	PLA2G4C antisense RNA 1
HGNC:30038	Approved	PLA2G4D	phospholipase A2 group IVD
HGNC:24791	Approved	PLA2G4E	phospholipase A2 group IVE
HGNC:51419	Approved	PLA2G4E-AS1	PLA2G4E antisense RNA 1
HGNC:27396	Approved	PLA2G4F	phospholipase A2 group IVF
HGNC:9038	Approved	PLA2G5	phospholipase A2 group V
HGNC:9039	Approved	PLA2G6	phospholipase A2 group VI
HGNC:9040	Approved	PLA2G7	phospholipase A2 group VII
HGNC:9029	Approved	PLA2G10	phospholipase A2 group X
HGNC:18554	Approved	PLA2G12A	phospholipase A2 group XIIA
HGNC:39248	Approved	PLA2G12AP1	phospholipase A2 group XIIA pseudogene 1
HGNC:39249	Approved	PLA2G12AP2	phospholipase A2 group XIIA pseudogene 2
HGNC:18555	Approved	PLA2G12B	phospholipase A2 group XIIB
HGNC:17163	Approved	PLA2G15	phospholipase A2 group XV
HGNC:17825	Approved	PLA2G16	phospholipase A2 group XVI
HGNC:9042	Approved	PLA2R1	phospholipase A2 receptor 1
HGNC:9043	Approved	PLAA	phospholipase A2 activating protein
HGNC:9044	Approved	PLAC1	placenta specific 1
HGNC:14616	Approved	PLAC4	placenta specific 4
HGNC:14617	Entry Withdrawn	PLAC5	entry withdrawn
HGNC:19254	Approved	PLAC8	placenta specific 8
HGNC:31746	Approved	PLAC8L1	PLAC8 like 1
HGNC:19255	Approved	PLAC9	placenta specific 9
HGNC:52678	Approved	PLAC9P1	placenta specific 9 pseudogene 1
HGNC:9045	Approved	PLAG1	PLAG1 zinc finger
HGNC:9046	Approved	PLAGL1	PLAG1 like zinc finger 1
HGNC:9047	Approved	PLAGL2	PLAG1 like zinc finger 2
HGNC:9051	Approved	PLAT	plasminogen activator, tissue type
HGNC:9052	Approved	PLAU	plasminogen activator, urokinase
HGNC:9053	Approved	PLAUR	plasminogen activator, urokinase receptor
HGNC:30041	Approved	PLB1	phospholipase B1
HGNC:26215	Approved	PLBD1	phospholipase B domain containing 1
HGNC:51143	Approved	PLBD1-AS1	PLBD1 antisense RNA 1
HGNC:27283	Approved	PLBD2	phospholipase B domain containing 2
HGNC:15917	Approved	PLCB1	phospholipase C beta 1
HGNC:41414	Approved	PLCB1-IT1	PLCB1 intronic transcript 1
HGNC:9055	Approved	PLCB2	phospholipase C beta 2
HGNC:43662	Approved	PLCB2-AS1	PLCB2 antisense RNA 1
HGNC:9056	Approved	PLCB3	phospholipase C beta 3
HGNC:9059	Approved	PLCB4	phospholipase C beta 4
HGNC:9060	Approved	PLCD1	phospholipase C delta 1
HGNC:9061	Approved	PLCD3	phospholipase C delta 3
HGNC:9062	Approved	PLCD4	phospholipase C delta 4
HGNC:17175	Approved	PLCE1	phospholipase C epsilon 1
HGNC:45193	Approved	PLCE1-AS1	PLCE1 antisense RNA 1
HGNC:51206	Approved	PLCE1-AS2	PLCE1 antisense RNA 2
HGNC:51906	Approved	PLCE1P1	phospholipase C epsilon 1 pseudogene 1
HGNC:9065	Approved	PLCG1	phospholipase C gamma 1
HGNC:40450	Approved	PLCG1-AS1	PLCG1 antisense RNA 1
HGNC:9066	Approved	PLCG2	phospholipase C gamma 2
HGNC:29185	Approved	PLCH1	phospholipase C eta 1
HGNC:41231	Approved	PLCH1-AS1	PLCH1 antisense RNA 1
HGNC:41232	Approved	PLCH1-AS2	PLCH1 antisense RNA 2
HGNC:29037	Approved	PLCH2	phospholipase C eta 2
HGNC:9063	Approved	PLCL1	phospholipase C like 1 (inactive)
HGNC:9064	Approved	PLCL2	phospholipase C like 2
HGNC:40449	Approved	PLCL2-AS1	PLCL2 antisense RNA 1
HGNC:23148	Approved	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
HGNC:26462	Approved	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2
HGNC:41145	Approved	PLCXD2-AS1	PLCXD2 antisense RNA 1
HGNC:31822	Approved	PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3
HGNC:19218	Approved	PLCZ1	phospholipase C zeta 1
HGNC:9067	Approved	PLD1	phospholipase D1
HGNC:9068	Approved	PLD2	phospholipase D2
HGNC:17158	Approved	PLD3	phospholipase D family member 3
HGNC:23792	Approved	PLD4	phospholipase D family member 4
HGNC:26879	Approved	PLD5	phospholipase D family member 5
HGNC:30447	Approved	PLD6	phospholipase D family member 6
HGNC:9069	Approved	PLEC	plectin
HGNC:9070	Approved	PLEK	pleckstrin
HGNC:19238	Approved	PLEK2	pleckstrin 2
HGNC:14335	Approved	PLEKHA1	pleckstrin homology domain containing A1
HGNC:14336	Approved	PLEKHA2	pleckstrin homology domain containing A2
HGNC:14338	Approved	PLEKHA3	pleckstrin homology domain containing A3
HGNC:19648	Approved	PLEKHA3P1	pleckstrin homology domain containing A3 pseudogene 1
HGNC:14339	Approved	PLEKHA4	pleckstrin homology domain containing A4
HGNC:30036	Approved	PLEKHA5	pleckstrin homology domain containing A5
HGNC:17053	Approved	PLEKHA6	pleckstrin homology domain containing A6
HGNC:27049	Approved	PLEKHA7	pleckstrin homology domain containing A7
HGNC:30037	Approved	PLEKHA8	pleckstrin homology domain containing A8
HGNC:30222	Approved	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1
HGNC:19079	Approved	PLEKHB1	pleckstrin homology domain containing B1
HGNC:19236	Approved	PLEKHB2	pleckstrin homology domain containing B2
HGNC:20148	Approved	PLEKHD1	pleckstrin homology and coiled-coil domain containing D1
HGNC:20764	Approved	PLEKHF1	pleckstrin homology and FYVE domain containing 1
HGNC:20757	Approved	PLEKHF2	pleckstrin homology and FYVE domain containing 2
HGNC:20884	Approved	PLEKHG1	pleckstrin homology and RhoGEF domain containing G1
HGNC:29515	Approved	PLEKHG2	pleckstrin homology and RhoGEF domain containing G2
HGNC:20364	Approved	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
